,,Level 3pm (pieces/m3),-9999: No data,,,,,,,,,,
-57.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,9,0,0,0,0,0,0,0,0,0,0,0,0
-47.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,9,0.002,0.002,0.002,0.003,0.003,0.004,0.031,0.007,0.03,0.005,0.003,0.002
-27.5,9,0.006,0.007,0.008,0.009,0.01,0.013,0.049,0.012,0.032,0.016,0.008,0.007
-22.5,9,0.008,0.008,0.009,0.01,0.012,0.022,0.015,0.009,0.018,0.029,0.011,0.009
-17.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,9,0.001,0.001,0.002,0.003,0.001,0,0,0.001,0.001,0.002,0.001,0.001
87.5,9,0.001,0.002,0.003,0.012,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.001
92.5,9,0.004,0.006,0.01,0.105,0.003,0.002,0.002,0.002,0.002,0.007,0.007,0.004
97.5,9,0.007,0.009,0.014,0.028,0.004,0.002,0.002,0.002,0.002,0.009,0.007,0.005
102.5,9,0.002,0.003,0.004,0.01,0.008,0.004,0.003,0.002,0.003,0.026,0.003,0.002
107.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-172.5,11,0,0,0,0,0,0,0,0,0,0,0,0
-167.5,11,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.002,0.002
-162.5,11,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.001
-157.5,11,0,0,0,0,0,0,0,0,0,0,0,0
-152.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,11,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.002,0.001,0.001
-142.5,11,0.003,0.003,0.003,0.003,0.003,0.004,0.006,0.01,0.01,0.006,0.004,0.003
-137.5,11,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.005,0.005,0.002,0.001,0.001
-132.5,11,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.015,0.019,0.002,0.001,0.001
-127.5,11,0.001,0.001,0.001,0.001,0.001,0.002,0.005,0.007,0.007,0.003,0.001,0.001
-122.5,11,0,0,0,0,0,0,0.005,0,0,0.001,0,0
-117.5,11,0.002,0.002,0.002,0.002,0.003,0.007,0.014,0.005,0.003,0.014,0.003,0.002
-112.5,11,0.014,0.015,0.016,0.017,0.029,0.073,0.076,0.033,0.019,0.05,0.029,0.015
-107.5,11,0.044,0.047,0.055,0.057,0.128,0.133,0.317,0.102,0.05,0.107,0.084,0.045
-102.5,11,0.08,0.09,0.111,0.136,0.461,0.238,0.402,0.314,0.104,0.259,0.126,0.086
-97.5,11,0.063,0.074,0.096,0.134,0.442,0.403,0.2,0.922,0.152,0.617,0.084,0.071
-92.5,11,0.017,0.018,0.022,0.031,0.054,0.081,0.023,0.054,0.037,0.041,0.032,0.021
-87.5,11,0.001,0.001,0.001,0.002,0.002,0.003,0.001,0.002,0.016,0.016,0.002,0.001
-82.5,11,0,0,0,0,0,0,0,0,0.001,0.001,0,0
-77.5,11,0,0,0,0,0,0,0,0,0,0,0,0
-72.5,11,0.015,0.011,0.014,0.018,0.017,0.015,0.015,0.019,0.026,0.046,0.033,0.014
-67.5,11,0.006,0.006,0.006,0.007,0.007,0.007,0.009,0.011,0.013,0.012,0.009,0.007
-62.5,11,0,0,0,0,0,0,0,0.001,0.001,0.001,0,0
-57.5,11,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0
-52.5,11,0,0,0,0,0,0,0,0,0,0,0,0
-47.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,11,0.006,0.006,0.007,0.008,0.008,0.01,0.017,0.06,0.04,0.011,0.008,0.006
-27.5,11,0.01,0.011,0.013,0.015,0.017,0.022,0.057,0.048,0.13,0.021,0.014,0.011
-22.5,11,0.011,0.011,0.013,0.014,0.017,0.025,0.047,0.025,0.1,0.029,0.016,0.012
-17.5,11,0.011,0.012,0.012,0.012,0.014,0.017,0.012,0.009,0.02,0.058,0.02,0.012
-12.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,11,0.003,0.004,0.007,0.025,0.002,0.001,0.001,0.001,0.001,0.006,0.004,0.003
97.5,11,0.005,0.007,0.012,0.022,0.002,0.001,0.001,0.001,0.001,0.009,0.004,0.003
102.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,11,0.029,0.031,0.044,0.071,0.18,0.252,0.199,0.128,0.165,1.804,0.061,0.037
132.5,11,0.028,0.029,0.037,0.057,0.118,0.154,0.206,0.101,0.128,0.541,0.057,0.034
137.5,11,0.025,0.025,0.03,0.042,0.073,0.09,0.267,0.111,0.167,0.304,0.048,0.029
142.5,11,0.024,0.023,0.027,0.035,0.054,0.064,0.143,0.163,0.247,0.199,0.038,0.026
147.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,11,0,0,0,0.001,0.001,0.001,0.001,0.002,0.003,0.001,0.001,0
162.5,11,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0
167.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-172.5,13,0,0,0,0,0,0,0,0,0,0,0,0
-167.5,13,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
-162.5,13,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001
-157.5,13,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0,0
-152.5,13,0,0,0,0,0,0,0,0,0,0,0,0
-147.5,13,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.004,0.003,0.002
-142.5,13,0.004,0.004,0.004,0.004,0.004,0.005,0.006,0.007,0.007,0.005,0.004,0.003
-137.5,13,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.002,0.001,0.001
-132.5,13,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.003,0.001,0.001,0.001
-127.5,13,0.002,0.002,0.003,0.003,0.003,0.004,0.006,0.01,0.009,0.004,0.003,0.002
-122.5,13,0.004,0.004,0.005,0.005,0.006,0.008,0.014,0.034,0.026,0.009,0.005,0.004
-117.5,13,0.005,0.006,0.006,0.006,0.008,0.012,0.033,0.055,0.02,0.018,0.007,0.005
-112.5,13,0.014,0.015,0.017,0.018,0.022,0.041,0.135,0.096,0.028,0.128,0.022,0.014
-107.5,13,0.04,0.042,0.049,0.052,0.07,0.142,0.174,0.186,0.052,0.228,0.066,0.041
-102.5,13,0.09,0.103,0.121,0.142,0.206,0.456,0.148,0.535,0.104,0.378,0.125,0.092
-97.5,13,0.038,0.052,0.073,0.131,0.188,0.357,0.07,0.118,0.323,0.137,0.042,0.04
-92.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,13,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001
-72.5,13,0.006,0.007,0.007,0.008,0.008,0.007,0.007,0.009,0.012,0.014,0.011,0.007
-67.5,13,0.004,0.005,0.005,0.006,0.006,0.005,0.006,0.008,0.009,0.009,0.007,0.005
-62.5,13,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.003,0.002,0.002
-57.5,13,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001
-52.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,13,0.005,0.005,0.007,0.007,0.008,0.009,0.011,0.018,0.016,0.01,0.008,0.006
-27.5,13,0.011,0.01,0.012,0.014,0.015,0.02,0.027,0.051,0.035,0.019,0.015,0.011
-22.5,13,0.01,0.01,0.011,0.012,0.014,0.021,0.035,0.055,0.055,0.022,0.015,0.011
-17.5,13,0.011,0.011,0.011,0.011,0.013,0.016,0.016,0.016,0.033,0.025,0.014,0.011
-12.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,13,0.047,0.06,0.087,0.151,0.407,0.386,0.192,0.113,0.195,0.443,0.086,0.053
127.5,13,0.029,0.033,0.046,0.074,0.178,0.21,0.28,0.159,0.238,0.286,0.052,0.033
132.5,13,0.03,0.032,0.042,0.061,0.125,0.14,0.286,0.141,0.233,0.258,0.052,0.035
137.5,13,0.051,0.053,0.065,0.088,0.15,0.165,0.351,0.3,0.544,0.291,0.082,0.058
142.5,13,0.057,0.057,0.066,0.084,0.128,0.146,0.251,0.5,0.732,0.243,0.081,0.06
147.5,13,0.037,0.036,0.04,0.048,0.069,0.082,0.125,0.263,0.291,0.117,0.047,0.037
152.5,13,0,0,0,0,0.001,0.001,0.001,0.001,0.002,0.001,0,0
157.5,13,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001
162.5,13,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001
167.5,13,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0
172.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,15,0,0,0,0,0,0,0,0,0,0,0,0
-172.5,15,0,0,0,0,0,0,0,0,0,0,0,0
-167.5,15,0.001,0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0
-162.5,15,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001
-157.5,15,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0
-152.5,15,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002
-147.5,15,0.004,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.006,0.005,0.004,0.004
-142.5,15,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002
-137.5,15,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.001,0.001
-132.5,15,0.004,0.004,0.004,0.004,0.005,0.006,0.006,0.007,0.007,0.005,0.004,0.003
-127.5,15,0.005,0.005,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.007,0.005,0.004
-122.5,15,0.008,0.009,0.01,0.01,0.012,0.015,0.018,0.023,0.021,0.013,0.009,0.008
-117.5,15,0.007,0.007,0.008,0.008,0.01,0.013,0.017,0.026,0.024,0.012,0.008,0.006
-112.5,15,0.007,0.007,0.008,0.009,0.01,0.014,0.023,0.073,0.02,0.017,0.009,0.006
-107.5,15,0.024,0.026,0.028,0.029,0.035,0.055,0.074,0.251,0.044,0.12,0.04,0.025
-102.5,15,0.072,0.063,0.052,0.042,0.052,0.241,0.065,0.135,0.047,0.075,0.204,0.085
-97.5,15,0.004,0.005,0.006,0.003,0.005,0.021,0.005,0.005,0.027,0.008,0.004,0.005
-92.5,15,0.006,0.006,0.012,0.014,0.05,0.018,0.008,0.016,0.019,0.008,0.004,0.006
-87.5,15,0,0,0,0,0,0,0,0,0,0,0,0
-82.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001
-72.5,15,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.005,0.005,0.004,0.002
-67.5,15,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.005,0.003,0.002
-62.5,15,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.004,0.003,0.002
-57.5,15,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.003,0.002,0.002
-52.5,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001
-47.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,15,0.003,0.003,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.006,0.005,0.004
-27.5,15,0.006,0.006,0.007,0.008,0.009,0.011,0.013,0.015,0.013,0.01,0.009,0.007
-22.5,15,0.007,0.006,0.007,0.007,0.008,0.011,0.016,0.021,0.017,0.011,0.009,0.007
-17.5,15,0.003,0.003,0.003,0.003,0.004,0.005,0.005,0.007,0.011,0.005,0.003,0.003
-12.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,15,0.023,0.026,0.037,0.061,0.14,0.134,0.208,0.131,0.347,0.097,0.034,0.022
132.5,15,0.035,0.039,0.053,0.077,0.159,0.152,0.269,0.22,0.448,0.167,0.055,0.039
137.5,15,0.061,0.064,0.082,0.11,0.191,0.197,0.307,0.51,0.615,0.21,0.09,0.067
142.5,15,0.069,0.07,0.083,0.106,0.161,0.179,0.248,0.545,0.451,0.196,0.092,0.073
147.5,15,0.047,0.046,0.053,0.062,0.088,0.102,0.135,0.22,0.217,0.107,0.054,0.046
152.5,15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0
157.5,15,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.001
162.5,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001
167.5,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0
172.5,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
